ac_number,region,party_grp,votes,total_ac,vote_pct,year
108,Kongu,BJP,48488,148704,32.607,2026
108,Kongu,INC,45658,148704,30.704,2026
108,Kongu,NOTA,1525,148704,1.026,2026
108,Kongu,NTK,4641,148704,3.121,2026
108,Kongu,Others,880,148704,0.592,2026
108,Kongu,TVK,47512,148704,31.951,2026
109,Kongu,AIADMK,42757,151241,28.271,2026
109,Kongu,DMK,65590,151241,43.368,2026
109,Kongu,NOTA,871,151241,0.576,2026
109,Kongu,NTK,6199,151241,4.099,2026
109,Kongu,Others,862,151241,0.57,2026
109,Kongu,TVK,34962,151241,23.117,2026
110,Kongu,AIADMK,42371,141394,29.967,2026
110,Kongu,DMK,50470,141394,35.695,2026
110,Kongu,NOTA,720,141394,0.509,2026
110,Kongu,NTK,4695,141394,3.321,2026
110,Kongu,Others,913,141394,0.646,2026
110,Kongu,TVK,42225,141394,29.863,2026
111,Kongu,AIADMK,61736,244319,25.269,2026
111,Kongu,DMK,67896,244319,27.79,2026
111,Kongu,NOTA,839,244319,0.343,2026
111,Kongu,NTK,6508,244319,2.664,2026
111,Kongu,Others,31676,244319,12.965,2026
111,Kongu,TVK,75664,244319,30.969,2026
112,Kongu,BJP,68836,231600,29.722,2026
112,Kongu,DMK,65530,231600,28.294,2026
112,Kongu,NOTA,1563,231600,0.675,2026
112,Kongu,NTK,7704,231600,3.326,2026
112,Kongu,Others,3758,231600,1.623,2026
112,Kongu,TVK,84209,231600,36.36,2026
113,Kongu,AIADMK,61409,263457,23.309,2026
113,Kongu,CPI,53964,263457,20.483,2026
113,Kongu,NOTA,1078,263457,0.409,2026
113,Kongu,NTK,13157,263457,4.994,2026
113,Kongu,Others,2448,263457,0.929,2026
113,Kongu,TVK,131401,263457,49.876,2026
114,Kongu,BJP,34617,179814,19.252,2026
114,Kongu,DMK,60892,179814,33.864,2026
114,Kongu,NOTA,644,179814,0.358,2026
114,Kongu,NTK,6956,179814,3.868,2026
114,Kongu,Others,2912,179814,1.619,2026
114,Kongu,TVK,73793,179814,41.039,2026
115,Kongu,AIADMK,83400,301014,27.706,2026
115,Kongu,DMK,78625,301014,26.12,2026
115,Kongu,NOTA,1417,301014,0.471,2026
115,Kongu,NTK,13141,301014,4.366,2026
115,Kongu,Others,3134,301014,1.041,2026
115,Kongu,TVK,121297,301014,40.296,2026
116,Kongu,AIADMK,85741,273544,31.345,2026
116,Kongu,DMK,83654,273544,30.582,2026
116,Kongu,NOTA,1353,273544,0.495,2026
116,Kongu,NTK,10147,273544,3.709,2026
116,Kongu,Others,2118,273544,0.774,2026
116,Kongu,TVK,90531,273544,33.096,2026
117,Kongu,AIADMK,104326,363991,28.662,2026
117,Kongu,INC,90726,363991,24.925,2026
117,Kongu,NOTA,2116,363991,0.581,2026
117,Kongu,NTK,16834,363991,4.625,2026
117,Kongu,Others,3523,363991,0.968,2026
117,Kongu,TVK,146466,363991,40.239,2026
118,Kongu,BJP,49722,226109,21.99,2026
118,Kongu,DMK,70508,226109,31.183,2026
118,Kongu,NOTA,1020,226109,0.451,2026
118,Kongu,NTK,9036,226109,3.996,2026
118,Kongu,Others,3323,226109,1.47,2026
118,Kongu,TVK,92500,226109,40.909,2026
119,Kongu,AIADMK,93316,258549,36.092,2026
119,Kongu,DMK,75917,258549,29.363,2026
119,Kongu,NOTA,1000,258549,0.387,2026
119,Kongu,NTK,6976,258549,2.698,2026
119,Kongu,Others,2749,258549,1.063,2026
119,Kongu,TVK,78591,258549,30.397,2026
120,Kongu,AIADMK,31689,156499,20.249,2026
120,Kongu,DMK,59724,156499,38.163,2026
120,Kongu,NOTA,759,156499,0.485,2026
120,Kongu,NTK,5062,156499,3.235,2026
120,Kongu,Others,1812,156499,1.158,2026
120,Kongu,TVK,57453,156499,36.711,2026
121,Kongu,AIADMK,57783,221033,26.142,2026
121,Kongu,INC,65024,221033,29.418,2026
121,Kongu,NOTA,1346,221033,0.609,2026
121,Kongu,NTK,9203,221033,4.164,2026
121,Kongu,Others,3514,221033,1.59,2026
121,Kongu,TVK,84163,221033,38.077,2026
122,Kongu,AIADMK,67789,267917,25.302,2026
122,Kongu,DMK,88240,267917,32.936,2026
122,Kongu,NOTA,1717,267917,0.641,2026
122,Kongu,NTK,9667,267917,3.608,2026
122,Kongu,Others,554,267917,0.207,2026
122,Kongu,TVK,99950,267917,37.306,2026
123,Kongu,AIADMK,57386,181196,31.671,2026
123,Kongu,DMK,62013,181196,34.224,2026
123,Kongu,NOTA,849,181196,0.469,2026
123,Kongu,NTK,4866,181196,2.685,2026
123,Kongu,Others,2263,181196,1.249,2026
123,Kongu,TVK,53819,181196,29.702,2026
124,Kongu,AIADMK,43728,150431,29.068,2026
124,Kongu,DMK,54671,150431,36.343,2026
124,Kongu,NOTA,675,150431,0.449,2026
124,Kongu,NTK,5256,150431,3.494,2026
124,Kongu,Others,801,150431,0.532,2026
124,Kongu,TVK,45300,150431,30.113,2026
125,Kongu,AIADMK,65667,203575,32.257,2026
125,Kongu,DMK,68549,203575,33.673,2026
125,Kongu,NOTA,1149,203575,0.564,2026
125,Kongu,NTK,6702,203575,3.292,2026
125,Kongu,Others,1677,203575,0.824,2026
125,Kongu,TVK,59831,203575,29.39,2026
126,Kongu,DMK,70458,188249,37.428,2026
126,Kongu,NOTA,911,188249,0.484,2026
126,Kongu,NTK,6578,188249,3.494,2026
126,Kongu,Others,57618,188249,30.607,2026
126,Kongu,TVK,52684,188249,27.986,2026
127,South,AIADMK,66986,208619,32.109,2026
127,South,CPI(M),65534,208619,31.413,2026
127,South,NOTA,750,208619,0.36,2026
127,South,NTK,6300,208619,3.02,2026
127,South,Others,2756,208619,1.321,2026
127,South,TVK,66293,208619,31.777,2026
128,South,BJP,49850,201624,24.724,2026
128,South,DMK,93099,201624,46.175,2026
128,South,NOTA,1491,201624,0.739,2026
128,South,NTK,5454,201624,2.705,2026
128,South,Others,2575,201624,1.277,2026
128,South,TVK,49155,201624,24.38,2026
129,South,AIADMK,32477,237183,13.693,2026
129,South,DMK,106240,237183,44.792,2026
129,South,NOTA,812,237183,0.342,2026
129,South,NTK,9946,237183,4.193,2026
129,South,Others,3836,237183,1.617,2026
129,South,TVK,83872,237183,35.362,2026
130,South,AIADMK,49924,197593,25.266,2026
130,South,DMK,65655,197593,33.227,2026
130,South,NOTA,642,197593,0.325,2026
130,South,NTK,8615,197593,4.36,2026
130,South,Others,4177,197593,2.114,2026
130,South,TVK,68580,197593,34.708,2026
131,South,AIADMK,85708,239140,35.84,2026
131,South,DMK,73839,239140,30.877,2026
131,South,NOTA,596,239140,0.249,2026
131,South,NTK,9677,239140,4.047,2026
131,South,Others,4323,239140,1.808,2026
131,South,TVK,64997,239140,27.179,2026
132,South,AIADMK,53986,212024,25.462,2026
132,South,DMK,74489,212024,35.132,2026
132,South,NOTA,833,212024,0.393,2026
132,South,NTK,7299,212024,3.443,2026
132,South,Others,2059,212024,0.971,2026
132,South,TVK,73358,212024,34.599,2026
133,South,AIADMK,74885,226554,33.054,2026
133,South,DMK,84948,226554,37.496,2026
133,South,NOTA,474,226554,0.209,2026
133,South,NTK,7095,226554,3.132,2026
133,South,Others,2348,226554,1.036,2026
133,South,TVK,56804,226554,25.073,2026
134,Kongu,AIADMK,49289,181078,27.22,2026
134,Kongu,DMK,70827,181078,39.114,2026
134,Kongu,NOTA,637,181078,0.352,2026
134,Kongu,NTK,5154,181078,2.846,2026
134,Kongu,Others,3726,181078,2.058,2026
134,Kongu,TVK,51445,181078,28.41,2026
135,Kongu,AIADMK,71542,216829,32.995,2026
135,Kongu,DMK,67256,216829,31.018,2026
135,Kongu,NOTA,539,216829,0.249,2026
135,Kongu,NTK,5465,216829,2.52,2026
135,Kongu,Others,2306,216829,1.064,2026
135,Kongu,TVK,69721,216829,32.155,2026
136,Kongu,AIADMK,58875,189357,31.092,2026
136,Kongu,DMK,57292,189357,30.256,2026
136,Kongu,NOTA,525,189357,0.277,2026
136,Kongu,NTK,6102,189357,3.222,2026
136,Kongu,Others,4185,189357,2.21,2026
136,Kongu,TVK,62378,189357,32.942,2026
137,Kongu,AIADMK,60317,209091,28.847,2026
137,Kongu,DMK,68138,209091,32.588,2026
137,Kongu,NOTA,612,209091,0.293,2026
137,Kongu,NTK,7978,209091,3.816,2026
137,Kongu,Others,4487,209091,2.146,2026
137,Kongu,TVK,67559,209091,32.311,2026
138,Delta,AIADMK,81615,241216,33.835,2026
138,Delta,DMK,61355,241216,25.436,2026
138,Delta,NOTA,949,241216,0.393,2026
138,Delta,NTK,10070,241216,4.175,2026
138,Delta,Others,4186,241216,1.735,2026
138,Delta,TVK,83041,241216,34.426,2026
139,Delta,AIADMK,65819,254985,25.813,2026
139,Delta,DMK,69645,254985,27.313,2026
139,Delta,NOTA,929,254985,0.364,2026
139,Delta,NTK,11026,254985,4.324,2026
139,Delta,Others,4331,254985,1.699,2026
139,Delta,TVK,103235,254985,40.487,2026
140,Delta,DMK,88235,196347,44.938,2026
140,Delta,NOTA,1098,196347,0.559,2026
140,Delta,NTK,7470,196347,3.804,2026
140,Delta,Others,16095,196347,8.197,2026
140,Delta,TVK,83449,196347,42.501,2026
141,Delta,AIADMK,19715,182493,10.803,2026
141,Delta,DMK,63965,182493,35.051,2026
141,Delta,NOTA,514,182493,0.282,2026
141,Delta,NTK,4790,182493,2.625,2026
141,Delta,Others,2128,182493,1.166,2026
141,Delta,TVK,91381,182493,50.074,2026
142,Delta,AIADMK,29473,213583,13.799,2026
142,Delta,DMK,81132,213583,37.986,2026
142,Delta,NOTA,745,213583,0.349,2026
142,Delta,NTK,9311,213583,4.359,2026
142,Delta,Others,3085,213583,1.444,2026
142,Delta,TVK,89837,213583,42.062,2026
143,Delta,AIADMK,60795,185213,32.824,2026
143,Delta,DMK,55565,185213,30.001,2026
143,Delta,NOTA,390,185213,0.211,2026
143,Delta,NTK,6992,185213,3.775,2026
143,Delta,Others,3415,185213,1.844,2026
143,Delta,TVK,58056,185213,31.346,2026
144,Delta,AIADMK,46066,209780,21.959,2026
144,Delta,DMK,81447,209780,38.825,2026
144,Delta,NOTA,599,209780,0.286,2026
144,Delta,NTK,9289,209780,4.428,2026
144,Delta,Others,3296,209780,1.571,2026
144,Delta,TVK,69083,209780,32.931,2026
145,Delta,AIADMK,52061,189141,27.525,2026
145,Delta,DMK,53839,189141,28.465,2026
145,Delta,NOTA,1093,189141,0.578,2026
145,Delta,NTK,8357,189141,4.418,2026
145,Delta,Others,2510,189141,1.327,2026
145,Delta,TVK,71281,189141,37.687,2026
146,Delta,AIADMK,56649,184426,30.716,2026
146,Delta,INC,49222,184426,26.689,2026
146,Delta,NOTA,697,184426,0.378,2026
146,Delta,NTK,8436,184426,4.574,2026
146,Delta,Others,3159,184426,1.713,2026
146,Delta,TVK,66263,184426,35.929,2026
147,Central,AIADMK,72716,253654,28.667,2026
147,Central,DMK,76489,253654,30.155,2026
147,Central,NOTA,1160,253654,0.457,2026
147,Central,NTK,9474,253654,3.735,2026
147,Central,Others,2933,253654,1.156,2026
147,Central,TVK,90882,253654,35.829,2026
148,Central,AIADMK,71680,230570,31.088,2026
148,Central,DMK,87237,230570,37.835,2026
148,Central,NOTA,484,230570,0.21,2026
148,Central,NTK,7482,230570,3.245,2026
148,Central,Others,4517,230570,1.959,2026
148,Central,TVK,59170,230570,25.662,2026
149,Central,AIADMK,95219,235858,40.371,2026
149,Central,DMK,70721,235858,29.985,2026
149,Central,NOTA,641,235858,0.272,2026
149,Central,NTK,8527,235858,3.615,2026
149,Central,Others,3391,235858,1.438,2026
149,Central,TVK,57359,235858,24.319,2026
150,Central,DMK,70502,228548,30.848,2026
150,Central,NOTA,416,228548,0.182,2026
150,Central,NTK,6192,228548,2.709,2026
150,Central,Others,6908,228548,3.023,2026
150,Central,PMK,88992,228548,38.938,2026
150,Central,TVK,55538,228548,24.3,2026
151,Central,AIADMK,42502,175754,24.183,2026
151,Central,DMK,63106,175754,35.906,2026
151,Central,NOTA,584,175754,0.332,2026
151,Central,NTK,5709,175754,3.248,2026
151,Central,Others,3376,175754,1.921,2026
151,Central,TVK,60477,175754,34.41,2026
152,Central,NOTA,755,209186,0.361,2026
152,Central,NTK,6047,209186,2.891,2026
152,Central,Others,75629,209186,36.154,2026
152,Central,PMK,59791,209186,28.583,2026
152,Central,TVK,66964,209186,32.012,2026
153,Central,AIADMK,63731,168780,37.76,2026
153,Central,DMK,52769,168780,31.265,2026
153,Central,NOTA,768,168780,0.455,2026
153,Central,NTK,4444,168780,2.633,2026
153,Central,Others,12777,168780,7.57,2026
153,Central,TVK,34291,168780,20.317,2026
154,Central,AIADMK,78398,210767,37.197,2026
154,Central,NOTA,907,210767,0.43,2026
154,Central,NTK,4884,210767,2.317,2026
154,Central,Others,2821,210767,1.338,2026
154,Central,TVK,56022,210767,26.58,2026
154,Central,VCK,67735,210767,32.137,2026
155,Central,AIADMK,55258,190378,29.025,2026
155,Central,INC,55337,190378,29.067,2026
155,Central,NOTA,894,190378,0.47,2026
155,Central,NTK,5766,190378,3.029,2026
155,Central,Others,2267,190378,1.191,2026
155,Central,TVK,70856,190378,37.219,2026
156,Central,AIADMK,69106,213965,32.298,2026
156,Central,DMK,76695,213965,35.845,2026
156,Central,NOTA,629,213965,0.294,2026
156,Central,NTK,4813,213965,2.249,2026
156,Central,Others,9612,213965,4.492,2026
156,Central,TVK,53110,213965,24.822,2026
157,Central,AIADMK,75707,207310,36.519,2026
157,Central,DMK,73220,207310,35.319,2026
157,Central,NOTA,681,207310,0.328,2026
157,Central,NTK,5105,207310,2.462,2026
157,Central,Others,2693,207310,1.299,2026
157,Central,TVK,49904,207310,24.072,2026
158,Central,AIADMK,63992,196586,32.552,2026
158,Central,DMK,69739,196586,35.475,2026
158,Central,NOTA,816,196586,0.415,2026
158,Central,NTK,6169,196586,3.138,2026
158,Central,Others,1286,196586,0.654,2026
158,Central,TVK,54584,196586,27.766,2026
159,Central,NOTA,465,187905,0.247,2026
159,Central,NTK,4563,187905,2.428,2026
159,Central,Others,2426,187905,1.291,2026
159,Central,PMK,52116,187905,27.735,2026
159,Central,TVK,43156,187905,22.967,2026
159,Central,VCK,85179,187905,45.331,2026
160,Delta,AIADMK,60032,200448,29.949,2026
160,Delta,DMK,71449,200448,35.645,2026
160,Delta,NOTA,555,200448,0.277,2026
160,Delta,NTK,7397,200448,3.69,2026
160,Delta,Others,1866,200448,0.931,2026
160,Delta,TVK,59149,200448,29.508,2026
161,Delta,INC,68011,188461,36.088,2026
161,Delta,NOTA,474,188461,0.252,2026
161,Delta,NTK,6886,188461,3.654,2026
161,Delta,Others,3386,188461,1.797,2026
161,Delta,PMK,57166,188461,30.333,2026
161,Delta,TVK,52538,188461,27.877,2026
162,Delta,AIADMK,72836,219324,33.209,2026
162,Delta,DMK,81096,219324,36.975,2026
162,Delta,NOTA,586,219324,0.267,2026
162,Delta,NTK,6353,219324,2.897,2026
162,Delta,Others,2551,219324,1.163,2026
162,Delta,TVK,55902,219324,25.488,2026
163,Delta,AIADMK,41586,151326,27.481,2026
163,Delta,DMK,56305,151326,37.208,2026
163,Delta,NOTA,479,151326,0.317,2026
163,Delta,NTK,5348,151326,3.534,2026
163,Delta,Others,1084,151326,0.716,2026
163,Delta,TVK,46524,151326,30.744,2026
164,Delta,CPI(M),56108,151637,37.002,2026
164,Delta,NOTA,545,151637,0.359,2026
164,Delta,NTK,8069,151637,5.321,2026
164,Delta,Others,1410,151637,0.93,2026
164,Delta,PMK,31675,151637,20.889,2026
164,Delta,TVK,53830,151637,35.499,2026
165,Delta,AIADMK,59172,162216,36.477,2026
165,Delta,DMK,51841,162216,31.958,2026
165,Delta,NOTA,563,162216,0.347,2026
165,Delta,NTK,10396,162216,6.409,2026
165,Delta,Others,1897,162216,1.169,2026
165,Delta,TVK,38347,162216,23.639,2026
166,Delta,AIADMK,43073,191030,22.548,2026
166,Delta,CPI,74062,191030,38.77,2026
166,Delta,NOTA,797,191030,0.417,2026
166,Delta,NTK,10176,191030,5.327,2026
166,Delta,Others,1782,191030,0.933,2026
166,Delta,TVK,61140,191030,32.005,2026
167,Delta,DMK,66850,194100,34.441,2026
167,Delta,NOTA,405,194100,0.209,2026
167,Delta,NTK,8240,194100,4.245,2026
167,Delta,Others,74339,194100,38.299,2026
167,Delta,TVK,44266,194100,22.806,2026
168,Delta,BJP,36387,217875,16.701,2026
168,Delta,DMK,93408,217875,42.872,2026
168,Delta,NOTA,825,217875,0.379,2026
168,Delta,NTK,10031,217875,4.604,2026
168,Delta,Others,1964,217875,0.901,2026
168,Delta,TVK,75260,217875,34.543,2026
169,Delta,AIADMK,103462,231444,44.703,2026
169,Delta,DMK,61738,231444,26.675,2026
169,Delta,NOTA,936,231444,0.404,2026
169,Delta,NTK,8446,231444,3.649,2026
169,Delta,Others,2332,231444,1.008,2026
169,Delta,TVK,54530,231444,23.561,2026
170,Delta,AIADMK,52922,208944,25.328,2026
170,Delta,DMK,79951,208944,38.264,2026
170,Delta,NOTA,747,208944,0.358,2026
170,Delta,NTK,6363,208944,3.045,2026
170,Delta,Others,3126,208944,1.496,2026
170,Delta,TVK,65835,208944,31.508,2026
171,Delta,BJP,40103,208288,19.254,2026
171,Delta,DMK,77971,208288,37.434,2026
171,Delta,NOTA,960,208288,0.461,2026
171,Delta,NTK,7710,208288,3.702,2026
171,Delta,Others,2894,208288,1.389,2026
171,Delta,TVK,78650,208288,37.76,2026
172,Delta,AIADMK,57072,207723,27.475,2026
172,Delta,NOTA,716,207723,0.345,2026
172,Delta,NTK,9604,207723,4.623,2026
172,Delta,Others,72112,207723,34.715,2026
172,Delta,TVK,68219,207723,32.841,2026
173,Delta,DMK,80425,222111,36.209,2026
173,Delta,NOTA,948,222111,0.427,2026
173,Delta,NTK,10681,222111,4.809,2026
173,Delta,Others,58187,222111,26.197,2026
173,Delta,TVK,71870,222111,32.358,2026
174,Delta,BJP,26790,198798,13.476,2026
174,Delta,DMK,70750,198798,35.589,2026
174,Delta,NOTA,1274,198798,0.641,2026
174,Delta,NTK,9383,198798,4.72,2026
174,Delta,Others,2896,198798,1.457,2026
174,Delta,TVK,87705,198798,44.118,2026
175,Delta,AIADMK,44260,195304,22.662,2026
175,Delta,DMK,86759,195304,44.423,2026
175,Delta,NOTA,631,195304,0.323,2026
175,Delta,NTK,10135,195304,5.189,2026
175,Delta,Others,1788,195304,0.915,2026
175,Delta,TVK,51731,195304,26.487,2026
176,Delta,AIADMK,49575,183745,26.98,2026
176,Delta,DMK,65963,183745,35.899,2026
176,Delta,NOTA,738,183745,0.402,2026
176,Delta,NTK,13145,183745,7.154,2026
176,Delta,Others,2115,183745,1.151,2026
176,Delta,TVK,52209,183745,28.414,2026
177,Delta,AIADMK,57757,176274,32.765,2026
177,Delta,DMK,60919,176274,34.559,2026
177,Delta,NOTA,695,176274,0.394,2026
177,Delta,NTK,9122,176274,5.175,2026
177,Delta,Others,2205,176274,1.251,2026
177,Delta,TVK,45576,176274,25.855,2026
178,Delta,BJP,47756,167618,28.491,2026
178,Delta,CPI(M),46734,167618,27.881,2026
178,Delta,NOTA,1127,167618,0.672,2026
178,Delta,NTK,10189,167618,6.079,2026
178,Delta,Others,3017,167618,1.8,2026
178,Delta,TVK,58795,167618,35.077,2026
179,Delta,AIADMK,105773,203921,51.87,2026
179,Delta,DMK,40397,203921,19.81,2026
179,Delta,NOTA,375,203921,0.184,2026
179,Delta,NTK,9467,203921,4.642,2026
179,Delta,Others,4209,203921,2.064,2026
179,Delta,TVK,43700,203921,21.43,2026
180,Delta,BJP,41089,190378,21.583,2026
180,Delta,DMK,66825,190378,35.101,2026
180,Delta,NOTA,467,190378,0.245,2026
180,Delta,NTK,11673,190378,6.131,2026
180,Delta,Others,5366,190378,2.819,2026
180,Delta,TVK,64958,190378,34.121,2026
181,Delta,AIADMK,55464,182612,30.373,2026
181,Delta,DMK,58201,182612,31.871,2026
181,Delta,NOTA,945,182612,0.517,2026
181,Delta,NTK,9102,182612,4.984,2026
181,Delta,Others,2191,182612,1.2,2026
181,Delta,TVK,56709,182612,31.054,2026
182,Delta,AIADMK,50063,180483,27.738,2026
182,Delta,DMK,64929,180483,35.975,2026
182,Delta,NOTA,673,180483,0.373,2026
182,Delta,NTK,10652,180483,5.902,2026
182,Delta,Others,2214,180483,1.227,2026
182,Delta,TVK,51952,180483,28.785,2026
183,Delta,BJP,31456,182730,17.214,2026
183,Delta,INC,63182,182730,34.577,2026
183,Delta,NOTA,580,182730,0.317,2026
183,Delta,NTK,9975,182730,5.459,2026
183,Delta,Others,4293,182730,2.349,2026
183,Delta,TVK,73244,182730,40.083,2026
184,South,INC,55284,229267,24.113,2026
184,South,NOTA,519,229267,0.226,2026
184,South,NTK,30793,229267,13.431,2026
184,South,Others,41313,229267,18.02,2026
184,South,TVK,101358,229267,44.21,2026
185,South,BJP,29054,215710,13.469,2026
185,South,DMK,83374,215710,38.651,2026
185,South,NOTA,747,215710,0.346,2026
185,South,NTK,15291,215710,7.089,2026
185,South,Others,3869,215710,1.794,2026
185,South,TVK,83375,215710,38.651,2026
186,South,AIADMK,58656,214067,27.401,2026
186,South,DMK,57300,214067,26.767,2026
186,South,NOTA,1053,214067,0.492,2026
186,South,NTK,19021,214067,8.886,2026
186,South,Others,4300,214067,2.009,2026
186,South,TVK,73737,214067,34.446,2026
187,South,BJP,42610,208643,20.422,2026
187,South,DMK,68763,208643,32.957,2026
187,South,NOTA,846,208643,0.405,2026
187,South,NTK,19676,208643,9.43,2026
187,South,Others,6777,208643,3.248,2026
187,South,TVK,69971,208643,33.536,2026
188,South,AIADMK,56744,190726,29.752,2026
188,South,INC,60080,190726,31.501,2026
188,South,NOTA,554,190726,0.29,2026
188,South,NTK,9570,190726,5.018,2026
188,South,Others,6422,190726,3.367,2026
188,South,TVK,57356,190726,30.072,2026
189,South,AIADMK,31016,271566,11.421,2026
189,South,DMK,102230,271566,37.645,2026
189,South,NOTA,1177,271566,0.433,2026
189,South,NTK,13629,271566,5.019,2026
189,South,Others,4737,271566,1.744,2026
189,South,TVK,118777,271566,43.738,2026
190,South,AIADMK,49494,189080,26.176,2026
190,South,DMK,61229,189080,32.383,2026
190,South,NOTA,571,189080,0.302,2026
190,South,NTK,10430,189080,5.516,2026
190,South,Others,3449,189080,1.824,2026
190,South,TVK,63907,189080,33.799,2026
191,South,AIADMK,24982,161801,15.44,2026
191,South,DMK,54815,161801,33.878,2026
191,South,NOTA,753,161801,0.465,2026
191,South,NTK,7415,161801,4.583,2026
191,South,Others,983,161801,0.608,2026
191,South,TVK,72853,161801,45.026,2026
192,South,BJP,31100,141503,21.978,2026
192,South,DMK,40886,141503,28.894,2026
192,South,NOTA,612,141503,0.432,2026
192,South,NTK,5863,141503,4.143,2026
192,South,Others,627,141503,0.443,2026
192,South,TVK,62415,141503,44.109,2026
193,South,AIADMK,33538,148586,22.571,2026
193,South,DMK,44286,148586,29.805,2026
193,South,NOTA,656,148586,0.441,2026
193,South,NTK,5549,148586,3.735,2026
193,South,Others,1143,148586,0.769,2026
193,South,TVK,63414,148586,42.678,2026
194,South,AIADMK,38961,216403,18.004,2026
194,South,DMK,76319,216403,35.267,2026
194,South,NOTA,893,216403,0.413,2026
194,South,NTK,10574,216403,4.886,2026
194,South,Others,1406,216403,0.65,2026
194,South,TVK,88250,216403,40.78,2026
195,South,AIADMK,49865,255466,19.519,2026
195,South,DMK,72763,255466,28.482,2026
195,South,NOTA,1148,255466,0.449,2026
195,South,NTK,14350,255466,5.617,2026
195,South,Others,3024,255466,1.184,2026
195,South,TVK,114316,255466,44.748,2026
196,South,AIADMK,64484,230980,27.918,2026
196,South,DMK,88291,230980,38.225,2026
196,South,NOTA,933,230980,0.404,2026
196,South,NTK,11139,230980,4.822,2026
196,South,Others,5307,230980,2.298,2026
196,South,TVK,60826,230980,26.334,2026
197,South,AIADMK,63938,224048,28.538,2026
197,South,INC,59465,224048,26.541,2026
197,South,NOTA,692,224048,0.309,2026
197,South,NTK,15185,224048,6.778,2026
197,South,Others,19025,224048,8.491,2026
197,South,TVK,65743,224048,29.343,2026
198,South,AIADMK,63343,217329,29.146,2026
198,South,DMK,74324,217329,34.199,2026
198,South,NOTA,1028,217329,0.473,2026
198,South,NTK,10346,217329,4.761,2026
198,South,Others,3518,217329,1.619,2026
198,South,TVK,64770,217329,29.803,2026
199,South,NOTA,1506,211209,0.713,2026
199,South,NTK,9610,211209,4.55,2026
199,South,Others,48102,211209,22.775,2026
199,South,TVK,85656,211209,40.555,2026
199,South,VCK,66335,211209,31.407,2026
200,South,AIADMK,41286,220628,18.713,2026
200,South,DMK,85206,220628,38.62,2026
200,South,NOTA,931,220628,0.422,2026
200,South,NTK,11455,220628,5.192,2026
200,South,Others,3349,220628,1.518,2026
200,South,TVK,78401,220628,35.535,2026
201,South,AIADMK,27307,210574,12.968,2026
201,South,DMK,84643,210574,40.196,2026
201,South,NOTA,667,210574,0.317,2026
201,South,NTK,9599,210574,4.558,2026
201,South,Others,2964,210574,1.408,2026
201,South,TVK,85394,210574,40.553,2026
202,South,BJP,36318,183020,19.844,2026
202,South,DMK,54943,183020,30.02,2026
202,South,NOTA,753,183020,0.411,2026
202,South,NTK,16972,183020,9.273,2026
202,South,Others,8486,183020,4.637,2026
202,South,TVK,65548,183020,35.815,2026
203,South,AIADMK,42839,193471,22.142,2026
203,South,CPI,57072,193471,29.499,2026
203,South,NOTA,873,193471,0.451,2026
203,South,NTK,13274,193471,6.861,2026
203,South,Others,13760,193471,7.112,2026
203,South,TVK,65653,193471,33.934,2026
204,South,BJP,56071,198734,28.214,2026
204,South,DMK,62060,198734,31.228,2026
204,South,NOTA,476,198734,0.24,2026
204,South,NTK,9235,198734,4.647,2026
204,South,Others,17394,198734,8.752,2026
204,South,TVK,53498,198734,26.919,2026
205,South,AIADMK,51078,193517,26.395,2026
205,South,INC,57039,193517,29.475,2026
205,South,NOTA,948,193517,0.49,2026
205,South,NTK,10191,193517,5.266,2026
205,South,Others,5552,193517,2.869,2026
205,South,TVK,68709,193517,35.505,2026
206,South,AIADMK,34212,167832,20.385,2026
206,South,NOTA,954,167832,0.568,2026
206,South,NTK,10120,167832,6.03,2026
206,South,Others,58893,167832,35.09,2026
206,South,TVK,63653,167832,37.927,2026
207,South,AIADMK,37190,178413,20.845,2026
207,South,DMK,65104,178413,36.491,2026
207,South,NOTA,692,178413,0.388,2026
207,South,NTK,8499,178413,4.764,2026
207,South,Others,6767,178413,3.793,2026
207,South,TVK,60161,178413,33.72,2026
208,South,AIADMK,25581,181250,14.114,2026
208,South,DMK,75085,181250,41.426,2026
208,South,NOTA,425,181250,0.234,2026
208,South,NTK,12763,181250,7.042,2026
208,South,Others,5796,181250,3.198,2026
208,South,TVK,61600,181250,33.986,2026
209,South,AIADMK,54099,189753,28.51,2026
209,South,DMK,59161,189753,31.178,2026
209,South,NOTA,710,189753,0.374,2026
209,South,NTK,15363,189753,8.096,2026
209,South,Others,4807,189753,2.533,2026
209,South,TVK,55613,189753,29.308,2026
210,South,AIADMK,63879,220278,28.999,2026
210,South,INC,67038,220278,30.433,2026
210,South,NOTA,354,220278,0.161,2026
210,South,NTK,13389,220278,6.078,2026
210,South,Others,6067,220278,2.754,2026
210,South,TVK,69551,220278,31.574,2026
211,South,BJP,57730,237576,24.3,2026
211,South,DMK,89137,237576,37.519,2026
211,South,NOTA,953,237576,0.401,2026
211,South,NTK,10766,237576,4.532,2026
211,South,Others,2312,237576,0.973,2026
211,South,TVK,76678,237576,32.275,2026
212,South,AIADMK,47501,231373,20.53,2026
212,South,DMK,68003,231373,29.391,2026
212,South,NOTA,429,231373,0.185,2026
212,South,NTK,15112,231373,6.531,2026
212,South,Others,48923,231373,21.145,2026
